model,feature_set,repeat,fold,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,mcc
kNN,combined,1,2,1.0,1.0,1.0,1.0,1.0,1.0
DT,combined,1,2,1.0,1.0,1.0,1.0,1.0,1.0
RF,combined,1,2,1.0,1.0,1.0,1.0,1.0,1.0
SVM,combined,1,2,1.0,1.0,1.0,1.0,1.0,1.0
AB,combined,1,2,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.9301587301587301,0.8525978400882076
GBT,combined,1,2,1.0,1.0,1.0,1.0,1.0,1.0
LR,combined,1,3,0.8333333333333334,0.8690476190476191,0.7857142857142857,0.8690476190476191,0.7936507936507936,0.7127227606745064
NB,combined,1,3,0.9166666666666666,0.6666666666666666,0.625,0.6666666666666666,0.6444444444444445,0.8492077756084467
kNN,combined,1,3,0.8333333333333334,0.8690476190476191,0.7857142857142857,0.8690476190476191,0.7936507936507936,0.7127227606745064
DT,combined,1,3,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9301587301587301,0.8525978400882076
RF,combined,1,3,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9301587301587301,0.8525978400882076
SVM,combined,1,3,0.8333333333333334,0.8690476190476191,0.7857142857142857,0.8690476190476191,0.7936507936507936,0.7127227606745064
AB,combined,1,3,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9301587301587301,0.8525978400882076
GBT,combined,1,3,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9301587301587301,0.8525978400882076
LR,combined,1,4,1.0,1.0,1.0,1.0,1.0,1.0
NB,combined,1,4,0.8333333333333334,0.5833333333333334,0.5925925925925926,0.5833333333333334,0.5773809523809524,0.6933752452815364
kNN,combined,1,4,0.75,0.5,0.5666666666666667,0.5,0.49673202614379086,0.5370861555295747
DT,combined,1,4,0.8333333333333334,0.9047619047619048,0.8888888888888888,0.9047619047619048,0.8777777777777778,0.7502344849205329
RF,combined,1,4,1.0,1.0,1.0,1.0,1.0,1.0
SVM,combined,1,4,1.0,1.0,1.0,1.0,1.0,1.0
AB,combined,1,4,1.0,1.0,1.0,1.0,1.0,1.0
GBT,combined,1,4,1.0,1.0,1.0,1.0,1.0,1.0
LR,combined,2,0,0.8333333333333334,0.9047619047619048,0.8666666666666667,0.9047619047619048,0.8611111111111112,0.768273325346536
NB,combined,2,0,0.9166666666666666,0.8333333333333334,0.9583333333333334,0.8333333333333334,0.8666666666666666,0.8579409756912387
kNN,combined,2,0,0.8333333333333334,0.7857142857142857,0.8690476190476191,0.7857142857142857,0.7936507936507936,0.7127227606745064
DT,combined,2,0,0.8333333333333334,0.9047619047619048,0.8666666666666667,0.9047619047619048,0.8611111111111112,0.768273325346536
RF,combined,2,0,0.8333333333333334,0.9047619047619048,0.8666666666666667,0.9047619047619048,0.8611111111111112,0.768273325346536
SVM,combined,2,0,0.75,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.7979797979797979,0.6827783335546161
AB,combined,2,0,0.8333333333333334,0.9047619047619048,0.8666666666666667,0.9047619047619048,0.8611111111111112,0.768273325346536
GBT,combined,2,0,1.0,1.0,1.0,1.0,1.0,1.0
LR,combined,2,1,0.9166666666666666,0.9583333333333334,0.8333333333333334,0.9583333333333334,0.8666666666666666,0.8579409756912387
NB,combined,2,1,0.8333333333333334,0.625,0.5416666666666666,0.625,0.5773809523809524,0.6573757351339165
kNN,combined,2,1,0.8333333333333334,0.8472222222222222,0.7916666666666666,0.8472222222222222,0.7805555555555556,0.6761234037828132
DT,combined,2,1,0.8333333333333334,0.7777777777777777,0.9333333333333332,0.7777777777777777,0.7962962962962963,0.6639400022069858
RF,combined,2,1,0.9166666666666666,0.9583333333333334,0.8333333333333334,0.9583333333333334,0.8666666666666666,0.8579409756912387
SVM,combined,2,1,1.0,1.0,1.0,1.0,1.0,1.0
AB,combined,2,1,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.9301587301587301,0.8525978400882076
GBT,combined,2,1,1.0,1.0,1.0,1.0,1.0,1.0
LR,combined,2,2,0.8333333333333334,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.6571428571428571
NB,combined,2,2,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.9301587301587301,0.8525978400882076
kNN,combined,2,2,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
DT,combined,2,2,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
RF,combined,2,2,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
SVM,combined,2,2,0.8333333333333334,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.6571428571428571
AB,combined,2,2,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
GBT,combined,2,2,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
LR,combined,2,3,1.0,1.0,1.0,1.0,1.0,1.0
NB,combined,2,3,0.8333333333333334,0.5833333333333334,0.5925925925925926,0.5833333333333334,0.5773809523809524,0.6933752452815364
kNN,combined,2,3,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9301587301587301,0.8525978400882076
DT,combined,2,3,0.75,0.7857142857142857,0.8055555555555555,0.7857142857142857,0.7904761904761904,0.5277986629117476
RF,combined,2,3,1.0,1.0,1.0,1.0,1.0,1.0
SVM,combined,2,3,1.0,1.0,1.0,1.0,1.0,1.0
AB,combined,2,3,1.0,1.0,1.0,1.0,1.0,1.0
GBT,combined,2,3,1.0,1.0,1.0,1.0,1.0,1.0
LR,combined,2,4,1.0,1.0,1.0,1.0,1.0,1.0
NB,combined,2,4,1.0,1.0,1.0,1.0,1.0,1.0
kNN,combined,2,4,0.75,0.5357142857142857,0.5833333333333334,0.5357142857142857,0.5523809523809523,0.5277986629117476
DT,combined,2,4,1.0,1.0,1.0,1.0,1.0,1.0
RF,combined,2,4,1.0,1.0,1.0,1.0,1.0,1.0
SVM,combined,2,4,0.9166666666666666,0.9523809523809524,0.8333333333333334,0.9523809523809524,0.8632478632478632,0.8690481892534816
AB,combined,2,4,1.0,1.0,1.0,1.0,1.0,1.0
GBT,combined,2,4,1.0,1.0,1.0,1.0,1.0,1.0
LR,combined,3,0,0.9166666666666666,0.9523809523809524,0.8888888888888888,0.9523809523809524,0.9076923076923077,0.8730378697119727
NB,combined,3,0,0.8333333333333334,0.6666666666666666,0.5925925925925926,0.6666666666666666,0.625,0.7213357077339458
kNN,combined,3,0,0.75,0.6746031746031745,0.75,0.6746031746031745,0.7000000000000001,0.5466081666101212
DT,combined,3,0,1.0,1.0,1.0,1.0,1.0,1.0
RF,combined,3,0,1.0,1.0,1.0,1.0,1.0,1.0
SVM,combined,3,0,1.0,1.0,1.0,1.0,1.0,1.0
AB,combined,3,0,1.0,1.0,1.0,1.0,1.0,1.0
GBT,combined,3,0,1.0,1.0,1.0,1.0,1.0,1.0
LR,combined,3,1,0.75,0.5138888888888888,0.48148148148148145,0.5138888888888888,0.49673202614379086,0.43915503282683993
NB,combined,3,1,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9583333333333334,0.9301587301587301,0.8525978400882076
kNN,combined,3,1,0.8333333333333334,0.5555555555555555,0.6,0.5555555555555555,0.562962962962963,0.6425396041156863
DT,combined,3,1,0.8333333333333334,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.6571428571428571
RF,combined,3,1,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
SVM,combined,3,1,0.75,0.8055555555555555,0.7857142857142857,0.8055555555555555,0.7904761904761904,0.5277986629117476
AB,combined,3,1,0.8333333333333334,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.6571428571428571
GBT,combined,3,1,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
LR,combined,3,2,1.0,1.0,1.0,1.0,1.0,1.0
NB,combined,3,2,0.9166666666666666,0.6666666666666666,0.6296296296296297,0.6666666666666666,0.6470588235294118,0.8295150620062531
kNN,combined,3,2,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
DT,combined,3,2,1.0,1.0,1.0,1.0,1.0,1.0
RF,combined,3,2,0.9166666666666666,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.9137254901960784,0.8317883872610065
SVM,combined,3,2,1.0,1.0,1.0,1.0,1.0,1.0
AB,combined,3,2,1.0,1.0,1.0,1.0,1.0,1.0
GBT,combined,3,2,1.0,1.0,1.0,1.0,1.0,1.0
LR,combined,3,3,1.0,1.0,1.0,1.0,1.0,1.0
NB,combined,3,3,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9301587301587301,0.8525978400882076
kNN,combined,3,3,0.9166666666666666,0.9166666666666666,0.9583333333333334,0.9166666666666666,0.9301587301587301,0.8525978400882076
DT,combined,3,3,0.9166666666666666,0.9523809523809524,0.9333333333333332,0.9523809523809524,0.9373219373219372,0.8627696576586129
RF,combined,3,3,1.0,1.0,1.0,1.0,1.0,1.0
SVM,combined,3,3,1.0,1.0,1.0,1.0,1.0,1.0
AB,combined,3,3,1.0,1.0,1.0,1.0,1.0,1.0
GBT,combined,3,3,1.0,1.0,1.0,1.0,1.0,1.0
