Gender,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,mcc_mean,mcc_std,mcc_min,mcc_max
Female,0.9533333333333334,0.05018484351393872,0.8666666666666667,1.0,0.9564912280701755,0.04921878676852391,0.8666666666666667,1.0,0.9618757660236177,0.04208953044721315,0.8849206349206349,1.0,0.9065514752813637,0.10039553128297886,0.7372908083210992,1.0
Male,0.9466666666666667,0.03220305943597651,0.8666666666666667,0.9666666666666667,0.9316402116402116,0.04688758214004201,0.8005291005291005,0.9523809523809524,0.9427646993436468,0.04101056889564634,0.8339598997493735,0.9653499653499654,0.9043791146790807,0.05952565180402982,0.7557653987822085,0.9410985808433986
