repeat,fold,weighted,inner_best_balanced_accuracy,best_params,sensitivity_set
1,4,True,0.8944444444444444,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 100}",imbalance_weighting
2,0,True,0.9111111111111111,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
2,1,True,0.8666666666666666,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
2,2,True,0.9444444444444445,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 100}",imbalance_weighting
2,3,True,0.7833333333333333,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
2,4,True,0.8777777777777778,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
3,0,True,0.9055555555555556,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
3,1,True,0.9333333333333335,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
3,2,True,0.9222222222222222,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
3,3,True,0.9166666666666666,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
3,4,True,0.9055555555555556,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
4,0,True,0.8555555555555556,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 100}",imbalance_weighting
4,1,True,0.8320987654320988,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 50}",imbalance_weighting
4,2,True,0.9555555555555556,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
4,3,True,0.9499999999999998,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
4,4,True,0.861111111111111,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 50}",imbalance_weighting
5,0,True,0.9333333333333332,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
5,1,True,0.9055555555555556,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
5,2,True,0.9666666666666667,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
5,3,True,0.9666666666666667,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
5,4,True,0.9055555555555554,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
6,0,True,0.9666666666666667,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
6,1,True,0.8555555555555555,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
6,2,True,0.9320987654320988,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
6,3,True,0.8833333333333333,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 100}",imbalance_weighting
6,4,True,0.9333333333333332,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 100}",imbalance_weighting
7,0,True,1.0,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
7,1,True,0.9530864197530864,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
7,2,True,0.8351851851851851,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 100}",imbalance_weighting
7,3,True,0.861111111111111,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
7,4,True,0.7722222222222221,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 100}",imbalance_weighting
8,0,True,0.9611111111111111,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
8,1,True,0.8500000000000001,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
8,2,True,0.9222222222222222,"{""model__learning_rate"": 0.03, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
8,3,True,0.9722222222222222,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
8,4,True,0.9555555555555556,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}",imbalance_weighting
9,0,True,0.9388888888888888,"{""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
9,1,True,0.9432098765432099,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
9,2,True,0.8444444444444444,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 100}",imbalance_weighting
9,3,True,0.8833333333333333,"{""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 100}",imbalance_weighting
9,4,True,0.9666666666666667,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 4, ""model__n_estimators"": 50}",imbalance_weighting
